model,instrument_a,instrument_b,noise_type,replicate,confusion_increase_auc
ast,trombone,viola,audience,0,0.00484456030012
ast,trombone,violin,audience,0,0.00436046511628
ast,trumpet,tuba,audience,0,0.0028561827957
ast,trumpet,viola,audience,0,0.0124123125302
ast,trumpet,violin,audience,0,0.0135211687537
ast,tuba,viola,audience,0,0.000840053763441
ast,tuba,violin,audience,0,0.00117607526882
ast,viola,violin,audience,0,0.0192777655892
ast,bassoon,cello,audience,1,0.0180076199014
ast,bassoon,clarinet,audience,1,0.0186584780657
ast,bassoon,double-bass,audience,1,0.0373375168086
ast,bassoon,flute,audience,1,0.0279888830147
ast,bassoon,french-horn,audience,1,0.0193454229288
ast,bassoon,oboe,audience,1,-0.00257731958763
ast,bassoon,trombone,audience,1,0.0188042593597
ast,bassoon,trumpet,audience,1,0.00697858842189
ast,bassoon,tuba,audience,1,0.0085685483871
ast,bassoon,viola,audience,1,0.00386597938144
ast,bassoon,violin,audience,1,0.00467180798636
ast,cello,clarinet,audience,1,0.0164365452409
ast,cello,double-bass,audience,1,0.0628623188406
ast,cello,flute,audience,1,0.0405626780627
ast,cello,french-horn,audience,1,0.0105421686747
ast,cello,oboe,audience,1,0.01555907173
ast,cello,trombone,audience,1,0.00798531655225
ast,cello,trumpet,audience,1,0.0219620958751
ast,cello,tuba,audience,1,0.013790030388
ast,cello,viola,audience,1,0.0190149029259
ast,cello,violin,audience,1,0.0539700595439
ast,clarinet,double-bass,audience,1,0.00823214518867
ast,clarinet,flute,audience,1,0.0359205359205
ast,clarinet,french-horn,audience,1,0.00251004016064
ast,clarinet,oboe,audience,1,0.0295358649789
ast,clarinet,trombone,audience,1,0.0132714951794
ast,clarinet,trumpet,audience,1,0.0322534072534
ast,clarinet,tuba,audience,1,0.000504032258065
ast,clarinet,viola,audience,1,0.00157232704403
ast,clarinet,violin,audience,1,0.00512867518681
ast,double-bass,flute,audience,1,0.0172720797721
ast,double-bass,french-horn,audience,1,0.0376506024096
ast,double-bass,oboe,audience,1,0.0166139240506
ast,double-bass,trombone,audience,1,0.0231804602085
ast,double-bass,trumpet,audience,1,0.019983277592
ast,double-bass,tuba,audience,1,0.10752688172
ast,double-bass,viola,audience,1,0.0125786163522
ast,double-bass,violin,audience,1,0.0517778901247
ast,flute,french-horn,audience,1,0.0271084337349
ast,flute,oboe,audience,1,0.0215455840456
ast,flute,trombone,audience,1,0.00965287149498
ast,flute,trumpet,audience,1,0.025462962963
ast,flute,tuba,audience,1,0.00436827956989
ast,flute,viola,audience,1,0.021219695748
ast,flute,violin,audience,1,0.015826873385
ast,french-horn,oboe,audience,1,0
ast,french-horn,trombone,audience,1,0.0323839216515
ast,french-horn,trumpet,audience,1,0.0100401606426
ast,french-horn,tuba,audience,1,0.023343373494
ast,french-horn,viola,audience,1,0.00209564673789
ast,french-horn,violin,audience,1,0.0035140562249
ast,oboe,trombone,audience,1,0.00659282700422
ast,oboe,trumpet,audience,1,0.0524789029536
ast,oboe,tuba,audience,1,0
ast,oboe,viola,audience,1,0.00553797468354
ast,oboe,violin,audience,1,0.00922995780591
ast,trombone,trumpet,audience,1,0.0433085919928
ast,trombone,tuba,audience,1,0.00940860215054
ast,trombone,viola,audience,1,0.00466181176211
ast,trombone,violin,audience,1,0.00436046511628
ast,trumpet,tuba,audience,1,0.00252016129032
ast,trumpet,viola,audience,1,0.0132710449927
ast,trumpet,violin,audience,1,0.0173847147684
ast,tuba,viola,audience,1,0
ast,tuba,violin,audience,1,0.000336021505376
ast,viola,violin,audience,1,0.0288960801521
ast,bassoon,cello,studio,0,0.0324312714777
ast,bassoon,clarinet,studio,0,0.00493986254296
ast,bassoon,double-bass,studio,0,0.0304982817869
ast,bassoon,flute,studio,0,0.0249140893471
ast,bassoon,french-horn,studio,0,0.0793302074276
ast,bassoon,oboe,studio,0,-0.00214776632302
ast,bassoon,trombone,studio,0,0.00794673539519
ast,bassoon,trumpet,studio,0,0
ast,bassoon,tuba,studio,0,0
ast,bassoon,viola,studio,0,0.0229810996564
ast,bassoon,violin,studio,0,0.00128865979381
ast,cello,clarinet,studio,0,0.0345851286069
ast,cello,double-bass,studio,0,0.0447463768116
ast,cello,flute,studio,0,0.0498436145175
ast,cello,french-horn,studio,0,0.0153527152087
ast,cello,oboe,studio,0,0.0553797468354
ast,cello,trombone,studio,0,0.0113208746504
ast,cello,trumpet,studio,0,0.0307692307692
ast,cello,tuba,studio,0,0.00387739597943
ast,cello,viola,studio,0,0.0539256904567
ast,cello,violin,studio,0,0.0807760364004
ast,clarinet,double-bass,studio,0,0.0103162945554
ast,clarinet,flute,studio,0,0.014836952337
ast,clarinet,french-horn,studio,0,0.00809318354499
ast,clarinet,oboe,studio,0,0.0348101265823
ast,clarinet,trombone,studio,0,0.0106833807492
ast,clarinet,trumpet,studio,0,0.0174174174174
ast,clarinet,tuba,studio,0,0
ast,clarinet,viola,studio,0,0.0340511502068
ast,clarinet,violin,studio,0,0.00472274600182
ast,double-bass,flute,studio,0,0.0146785581568
ast,double-bass,french-horn,studio,0,0.0489457831325
ast,double-bass,oboe,studio,0,0.0116033755274
ast,double-bass,trombone,studio,0,0.0208333333333
ast,double-bass,trumpet,studio,0,0.0224358974359
ast,double-bass,tuba,studio,0,0.0981182795699
ast,double-bass,viola,studio,0,0.00677126059612
ast,double-bass,violin,studio,0,0.0261782384002
ast,flute,french-horn,studio,0,0.0136507568736
ast,flute,oboe,studio,0,0.020305907173
ast,flute,trombone,studio,0,0.00744583145899
ast,flute,trumpet,studio,0,0.00705128205128
ast,flute,tuba,studio,0,0.00168010752688
ast,flute,viola,studio,0,0.016818523894
ast,flute,violin,studio,0,0.0205393228649
ast,french-horn,oboe,studio,0,0
ast,french-horn,trombone,studio,0,0.0246027971535
ast,french-horn,trumpet,studio,0,0.00296957059005
ast,french-horn,tuba,studio,0,0.0919018817204
ast,french-horn,viola,studio,0,0.00753012048193
ast,french-horn,violin,studio,0,0.00175702811245
ast,oboe,trombone,studio,0,0.00896624472574
ast,oboe,trumpet,studio,0,0.0147679324895
ast,oboe,tuba,studio,0,0
ast,oboe,viola,studio,0,0.0353375527426
ast,oboe,violin,studio,0,0.00685654008439
ast,trombone,trumpet,studio,0,0.0458333333333
ast,trombone,tuba,studio,0,0.00201612903226
ast,trombone,viola,studio,0,0.0128165342602
ast,trombone,violin,studio,0,0.00230348157215
ast,trumpet,tuba,studio,0,0
ast,trumpet,viola,studio,0,0.0421837203677
ast,trumpet,violin,studio,0,0.000961538461538
ast,tuba,viola,studio,0,0.00117607526882
ast,tuba,violin,studio,0,0.00100806451613
ast,viola,violin,studio,0,0.067928489591
ast,bassoon,cello,studio,1,0.0504725085911
ast,bassoon,clarinet,studio,1,0.00343642611684
ast,bassoon,double-bass,studio,1,0.0356529209622
ast,bassoon,flute,studio,1,0.0350085910653
ast,bassoon,french-horn,studio,1,0.0556271477663
ast,bassoon,oboe,studio,1,-0.00300687285223
ast,bassoon,trombone,studio,1,0.00966494845361
ast,bassoon,trumpet,studio,1,0
ast,bassoon,tuba,studio,1,0
ast,bassoon,viola,studio,1,0.0167525773196
ast,bassoon,violin,studio,1,0.00214776632302
ast,cello,clarinet,studio,1,0.0255891761327
ast,cello,double-bass,studio,1,0.0530797101449
ast,cello,flute,studio,1,0.0558172302738
ast,cello,french-horn,studio,1,0.0203727955299
ast,cello,oboe,studio,1,0.0588080168776
ast,cello,trombone,studio,1,0.00784388507501
ast,cello,trumpet,studio,1,0.0435897435897
ast,cello,tuba,studio,1,0.0028561827957
ast,cello,viola,studio,1,0.0569712195789
ast,cello,violin,studio,1,0.0750014043366
ast,clarinet,double-bass,studio,1,0.010309766288
ast,clarinet,flute,studio,1,0.0229412104412
ast,clarinet,french-horn,studio,1,0.00225903614458
ast,clarinet,oboe,studio,1,0.0295358649789
ast,clarinet,trombone,studio,1,0.0101104393868
ast,clarinet,trumpet,studio,1,0.0157051282051
ast,clarinet,tuba,studio,1,0
ast,clarinet,viola,studio,1,0.0274289619808
ast,clarinet,violin,studio,1,0.0082058802989
ast,double-bass,flute,studio,1,0.0119766505636
ast,double-bass,french-horn,studio,1,0.0373995983936
ast,double-bass,oboe,studio,1,0.0113396624473
ast,double-bass,trombone,studio,1,0.0190058479532
ast,double-bass,trumpet,studio,1,0.0214743589744
ast,double-bass,tuba,studio,1,0.114079301075
ast,double-bass,viola,studio,1,0.0116847826087
ast,double-bass,violin,studio,1,0.0423828783283
ast,flute,french-horn,studio,1,0.0122991967871
ast,flute,oboe,studio,1,0.0146822820873
ast,flute,trombone,studio,1,0.00779727095517
ast,flute,trumpet,studio,1,0.00933048433048
ast,flute,tuba,studio,1,0.00151209677419
ast,flute,viola,studio,1,0.0122006531205
ast,flute,violin,studio,1,0.0201459285762
ast,french-horn,oboe,studio,1,0
ast,french-horn,trombone,studio,1,0.0265733988586
ast,french-horn,trumpet,studio,1,0.00713623725672
ast,french-horn,tuba,studio,1,0.0912298387097
ast,french-horn,viola,studio,1,0.0157043267409
ast,french-horn,violin,studio,1,0.00150602409639
ast,oboe,trombone,studio,1,0.0129219409283
ast,oboe,trumpet,studio,1,0.0208333333333
ast,oboe,tuba,studio,1,0
ast,oboe,viola,studio,1,0.0424578059072
ast,oboe,violin,studio,1,0.00263713080169
ast,trombone,trumpet,studio,1,0.0532051282051
ast,trombone,tuba,studio,1,0.000336021505376
ast,trombone,viola,studio,1,0.00804093567251
ast,trombone,violin,studio,1,0.00243098055216
ast,trumpet,tuba,studio,1,0
ast,trumpet,viola,studio,1,0.0246794871795
ast,trumpet,violin,studio,1,0.00480769230769
ast,tuba,viola,studio,1,0.00235215053763
ast,tuba,violin,studio,1,0.00134408602151
ast,viola,violin,studio,1,0.0703707766564
panns,bassoon,cello,white,0,0
panns,bassoon,clarinet,white,0,0.0180412371134
panns,bassoon,double-bass,white,0,0
panns,bassoon,flute,white,0,0.0176116838488
panns,bassoon,french-horn,white,0,0.0459621993127
panns,bassoon,oboe,white,0,-0.0154639175258
panns,bassoon,trombone,white,0,0.297638964249
panns,bassoon,trumpet,white,0,-0.00128865979381
panns,bassoon,tuba,white,0,0.000429553264605
panns,bassoon,viola,white,0,-0.00275157232704
panns,bassoon,violin,white,0,0.00644329896907
panns,cello,clarinet,white,0,0.0150362318841
panns,cello,double-bass,white,0,-0.00434782608696
panns,cello,flute,white,0,0.0623188405797
panns,cello,french-horn,white,0,0.0036231884058
panns,cello,oboe,white,0,0
panns,cello,trombone,white,0,0.217028985507
panns,cello,trumpet,white,0,0.00326086956522
panns,cello,tuba,white,0,0
panns,cello,viola,white,0,0.0235507246377
panns,cello,violin,white,0,0.103804347826
panns,clarinet,double-bass,white,0,0.00380434782609
panns,clarinet,flute,white,0,0.103367790868
panns,clarinet,french-horn,white,0,0.00627510040161
panns,clarinet,oboe,white,0,0.169567510549
panns,clarinet,trombone,white,0,0.153775486012
panns,clarinet,trumpet,white,0,0.111070686071
panns,clarinet,tuba,white,0,0.00209483677226
panns,clarinet,viola,white,0,0.0115959119497
panns,clarinet,violin,white,0,0.0500951532928
panns,double-bass,flute,white,0,0.0427536231884
panns,double-bass,french-horn,white,0,0
panns,double-bass,oboe,white,0,0
panns,double-bass,trombone,white,0,0.313405797101
panns,double-bass,trumpet,white,0,0.00018115942029
panns,double-bass,tuba,white,0,0.000724637681159
panns,double-bass,viola,white,0,0.00833333333333
panns,double-bass,violin,white,0,0.0130434782609
panns,flute,french-horn,white,0,0.0220883534137
panns,flute,oboe,white,0,0.0664556962025
panns,flute,trombone,white,0,0.0789379967012
panns,flute,trumpet,white,0,0.0129985754986
panns,flute,tuba,white,0,0.00134408602151
panns,flute,viola,white,0,0.0353773584906
panns,flute,violin,white,0,0.0560980255748
panns,french-horn,oboe,white,0,0
panns,french-horn,trombone,white,0,0.287148594378
panns,french-horn,trumpet,white,0,0.00426706827309
panns,french-horn,tuba,white,0,0.0194892473118
panns,french-horn,viola,white,0,0
panns,french-horn,violin,white,0,0.00466205908907
panns,oboe,trombone,white,0,0.087552742616
panns,oboe,trumpet,white,0,0.00448312236287
panns,oboe,tuba,white,0,0
panns,oboe,viola,white,0,0
panns,oboe,violin,white,0,0.0353375527426
panns,trombone,trumpet,white,0,0.19775359874
panns,trombone,tuba,white,0,0.339717741935
panns,trombone,viola,white,0,0.0959119496855
panns,trombone,violin,white,0,0.0980297157623
panns,trumpet,tuba,white,0,0
panns,trumpet,viola,white,0,0.00373427672956
panns,trumpet,violin,white,0,0.0251689524945
panns,tuba,viola,white,0,0
panns,tuba,violin,white,0,0
panns,viola,violin,white,0,0.102201257862
panns,bassoon,cello,white,1,0
panns,bassoon,clarinet,white,1,0.0212628865979
panns,bassoon,double-bass,white,1,0
panns,bassoon,flute,white,1,0.0193298969072
panns,bassoon,french-horn,white,1,0.0427405498282
panns,bassoon,oboe,white,1,-0.0154639175258
panns,bassoon,trombone,white,1,0.296898550069
panns,bassoon,trumpet,white,1,-0.00171821305842
panns,bassoon,tuba,white,1,0.00171821305842
panns,bassoon,viola,white,1,-0.00275157232704
panns,bassoon,violin,white,1,0.00515463917526
panns,cello,clarinet,white,1,0.0188405797101
panns,cello,double-bass,white,1,-0.00434782608696
panns,cello,flute,white,1,0.0608695652174
panns,cello,french-horn,white,1,0.00289855072464
panns,cello,oboe,white,1,0
panns,cello,trombone,white,1,0.2125
panns,cello,trumpet,white,1,0.00380434782609
panns,cello,tuba,white,1,0
panns,cello,viola,white,1,0.0239130434783
panns,cello,violin,white,1,0.102898550725
panns,clarinet,double-bass,white,1,0.00416666666667
panns,clarinet,flute,white,1,0.105822168322
panns,clarinet,french-horn,white,1,0.00476907630522
panns,clarinet,oboe,white,1,0.172732067511
panns,clarinet,trombone,white,1,0.149873557768
panns,clarinet,trumpet,white,1,0.105347655348
panns,clarinet,tuba,white,1,0.00282591058801
panns,clarinet,viola,white,1,0.0143474842767
panns,clarinet,violin,white,1,0.0470659613101
panns,double-bass,flute,white,1,0.0442028985507
panns,double-bass,french-horn,white,1,0
panns,double-bass,oboe,white,1,0
panns,double-bass,trombone,white,1,0.308333333333
panns,double-bass,trumpet,white,1,0.00108695652174
panns,double-bass,tuba,white,1,0.000724637681159
panns,double-bass,viola,white,1,0.0119565217391
panns,double-bass,violin,white,1,0.0135869565217
panns,flute,french-horn,white,1,0.0220883534137
panns,flute,oboe,white,1,0.0685654008439
panns,flute,trombone,white,1,0.0753767431399
panns,flute,trumpet,white,1,0.0129985754986
panns,flute,tuba,white,1,0.00134408602151
panns,flute,viola,white,1,0.0361635220126
panns,flute,violin,white,1,0.060773206122
panns,french-horn,oboe,white,1,0
panns,french-horn,trombone,white,1,0.287399598394
panns,french-horn,trumpet,white,1,0.0035140562249
panns,french-horn,tuba,white,1,0.0237684609405
panns,french-horn,viola,white,1,0
panns,french-horn,violin,white,1,0.00541507113726
panns,oboe,trombone,white,1,0.0870253164557
panns,oboe,trumpet,white,1,0.00210970464135
panns,oboe,tuba,white,1,0
panns,oboe,viola,white,1,0
panns,oboe,violin,white,1,0.0361286919831
panns,trombone,trumpet,white,1,0.197891363023
panns,trombone,tuba,white,1,0.337197580645
panns,trombone,viola,white,1,0.0923742138365
panns,trombone,violin,white,1,0.0982974636203
panns,trumpet,tuba,white,1,0
panns,trumpet,viola,white,1,0.00393081761006
panns,trumpet,violin,white,1,0.0288511230372
panns,tuba,viola,white,1,0
panns,tuba,violin,white,1,0
panns,viola,violin,white,1,0.107114779874
panns,bassoon,cello,audience,0,0.00401912445839
panns,bassoon,clarinet,audience,0,0.0287510448593
panns,bassoon,double-bass,audience,0,0.00397243388615
panns,bassoon,flute,audience,0,0.0421531265603
panns,bassoon,french-horn,audience,0,0.0365120274914
panns,bassoon,oboe,audience,0,-0.00599199617208
panns,bassoon,trombone,audience,0,0.0320827304516
panns,bassoon,trumpet,audience,0,0.00321173671689
panns,bassoon,tuba,audience,0,0.0196226166722
panns,bassoon,viola,audience,0,0.00667631135317
panns,bassoon,violin,audience,0,0.00338314819255
panns,cello,clarinet,audience,0,0.0170355137746
panns,cello,double-bass,audience,0,0.0478260869565
panns,cello,flute,audience,0,0.0323098600273
panns,cello,french-horn,audience,0,0
panns,cello,oboe,audience,0,0.00238946982205
panns,cello,trombone,audience,0,0.0228260869565
panns,cello,trumpet,audience,0,0.00413879598662
panns,cello,tuba,audience,0,0.000905797101449
panns,cello,viola,audience,0,0.0331094476347
panns,cello,violin,audience,0,0.030615942029
panns,clarinet,double-bass,audience,0,0.0114848544196
panns,clarinet,flute,audience,0,0.0190767690768
panns,clarinet,french-horn,audience,0,0.0286144578313
panns,clarinet,oboe,audience,0,0.0804586231801
panns,clarinet,trombone,audience,0,0.0345740477319
panns,clarinet,trumpet,audience,0,0.0665713790714
panns,clarinet,tuba,audience,0,0.00736220091059
panns,clarinet,viola,audience,0,0.0181384214403
panns,clarinet,violin,audience,0,0.0217062993226
panns,double-bass,flute,audience,0,0.0242474916388
panns,double-bass,french-horn,audience,0,0.00125502008032
panns,double-bass,oboe,audience,0,0.00474683544304
panns,double-bass,trombone,audience,0,0.0239702517162
panns,double-bass,trumpet,audience,0,0.00510033444816
panns,double-bass,tuba,audience,0,0.0173971482001
panns,double-bass,viola,audience,0,0.0157677057698
panns,double-bass,violin,audience,0,0.0222376699247
panns,flute,french-horn,audience,0,0.0454317269076
panns,flute,oboe,audience,0,0.0266485448447
panns,flute,trombone,audience,0,0.0171643049933
panns,flute,trumpet,audience,0,0.0365384615385
panns,flute,tuba,audience,0,0.0332287933094
panns,flute,viola,audience,0,0.0145171477719
panns,flute,violin,audience,0,0.0376043530113
panns,french-horn,oboe,audience,0,0
panns,french-horn,trombone,audience,0,0.0755323927288
panns,french-horn,trumpet,audience,0,0.011546184739
panns,french-horn,tuba,audience,0,0.00896327244462
panns,french-horn,viola,audience,0,0.00326305220884
panns,french-horn,violin,audience,0,0.00401606425703
panns,oboe,trombone,audience,0,0.0145042194093
panns,oboe,trumpet,audience,0,0.0139767932489
panns,oboe,tuba,audience,0,0.00268817204301
panns,oboe,viola,audience,0,0.00572456412706
panns,oboe,violin,audience,0,0.0129219409283
panns,trombone,trumpet,audience,0,0.0398279352227
panns,trombone,tuba,audience,0,0.059856041313
panns,trombone,viola,audience,0,0.00984428445327
panns,trombone,violin,audience,0,0.0137911396709
panns,trumpet,tuba,audience,0,0.00445874689826
panns,trumpet,viola,audience,0,0.0166727140784
panns,trumpet,violin,audience,0,0.0188108725899
panns,tuba,viola,audience,0,0.00352822580645
panns,tuba,violin,audience,0,0.00117607526882
panns,viola,violin,audience,0,0.0409719175077
panns,bassoon,cello,audience,1,0.00709883460332
panns,bassoon,clarinet,audience,1,0.047997740008
panns,bassoon,double-bass,audience,1,0.00419468101001
panns,bassoon,flute,audience,1,0.030230269921
panns,bassoon,french-horn,audience,1,0.0572004512897
panns,bassoon,oboe,audience,1,-0.0139795119405
panns,bassoon,trombone,audience,1,0.0225232863086
panns,bassoon,trumpet,audience,1,0.00952616970658
panns,bassoon,tuba,audience,1,0.0172496812992
panns,bassoon,viola,audience,1,0.000484260520003
panns,bassoon,violin,audience,1,0.00703435094169
panns,cello,clarinet,audience,1,0.00253623188406
panns,cello,double-bass,audience,1,0.054347826087
panns,cello,flute,audience,1,0.019534249969
panns,cello,french-horn,audience,1,0.00270429544264
panns,cello,oboe,audience,1,0.00235507246377
panns,cello,trombone,audience,1,0.0143115942029
panns,cello,trumpet,audience,1,0.00766443701226
panns,cello,tuba,audience,1,0
panns,cello,viola,audience,1,0.0266646158053
panns,cello,violin,audience,1,0.0329710144928
panns,clarinet,double-bass,audience,1,0.00839861600731
panns,clarinet,flute,audience,1,0.0311994686995
panns,clarinet,french-horn,audience,1,0.0303714859438
panns,clarinet,oboe,audience,1,0.0631913559129
panns,clarinet,trombone,audience,1,0.0281580923028
panns,clarinet,trumpet,audience,1,0.0675415800416
panns,clarinet,tuba,audience,1,0.00772849462366
panns,clarinet,viola,audience,1,0.0139827327327
panns,clarinet,violin,audience,1,0.028895174244
panns,double-bass,flute,audience,1,0.0192028985507
panns,double-bass,french-horn,audience,1,0.00627510040161
panns,double-bass,oboe,audience,1,0.00263713080169
panns,double-bass,trombone,audience,1,0.0279303330791
panns,double-bass,trumpet,audience,1,0.00901616499443
panns,double-bass,tuba,audience,1,0.0294676250584
panns,double-bass,viola,audience,1,0.0129426442439
panns,double-bass,violin,audience,1,0.0219862936749
panns,flute,french-horn,audience,1,0.0401606425703
panns,flute,oboe,audience,1,0.0330069602222
panns,flute,trombone,audience,1,0.0276044009597
panns,flute,trumpet,audience,1,0.0296296296296
panns,flute,tuba,audience,1,0.0214436288025
panns,flute,viola,audience,1,0.0267043621996
panns,flute,violin,audience,1,0.0508762340158
panns,french-horn,oboe,audience,1,0.00200803212851
panns,french-horn,trombone,audience,1,0.043767173959
panns,french-horn,trumpet,audience,1,0.00527108433735
panns,french-horn,tuba,audience,1,0.00754631428942
panns,french-horn,viola,audience,1,0.00627510040161
panns,french-horn,violin,audience,1,0.00677710843373
panns,oboe,trombone,audience,1,0.0105485232068
panns,oboe,trumpet,audience,1,0.0139970788705
panns,oboe,tuba,audience,1,0.00280726827276
panns,oboe,viola,audience,1,0.0101305628533
panns,oboe,violin,audience,1,0.021888185654
panns,trombone,trumpet,audience,1,0.0341486729645
panns,trombone,tuba,audience,1,0.0588037634409
panns,trombone,viola,audience,1,0.0106132075472
panns,trombone,violin,audience,1,0.0116364069087
panns,trumpet,tuba,audience,1,0
panns,trumpet,viola,audience,1,0.0223179729076
panns,trumpet,violin,audience,1,0.0170567481614
panns,tuba,viola,audience,1,0.00176569791033
panns,tuba,violin,audience,1,0.00149256064016
panns,viola,violin,audience,1,0.0454496977232
panns,bassoon,cello,studio,0,0.00579710144928
panns,bassoon,clarinet,studio,0,0.0240549828179
panns,bassoon,double-bass,studio,0,0.00808680711191
panns,bassoon,flute,studio,0,0.0525468470056
panns,bassoon,french-horn,studio,0,0.054718875502
panns,bassoon,oboe,studio,0,-0.0109536082474
panns,bassoon,trombone,studio,0,0.0600451407729
panns,bassoon,trumpet,studio,0,-0.00214776632302
panns,bassoon,tuba,studio,0,0.00473374625873
panns,bassoon,viola,studio,0,-0.000786163522013
panns,bassoon,violin,studio,0,0.00768534057913
panns,cello,clarinet,studio,0,0.00698851024938
panns,cello,double-bass,studio,0,0.0150362318841
panns,cello,flute,studio,0,0.0383934101325
panns,cello,french-horn,studio,0,0.00344202898551
panns,cello,oboe,studio,0,0.00210970464135
panns,cello,trombone,studio,0,0.0291666666667
panns,cello,trumpet,studio,0,0.00182552954292
panns,cello,tuba,studio,0,0.000905797101449
panns,cello,viola,studio,0,0.00948181569593
panns,cello,violin,studio,0,0.101811594203
panns,clarinet,double-bass,studio,0,0.00384351743047
panns,clarinet,flute,studio,0,0.0328982828983
panns,clarinet,french-horn,studio,0,0.0120481927711
panns,clarinet,oboe,studio,0,0.0590717299578
panns,clarinet,trombone,studio,0,0.0392168484274
panns,clarinet,trumpet,studio,0,0.0455676830677
panns,clarinet,tuba,studio,0,0.00892273321709
panns,clarinet,viola,studio,0,0.00327036942603
panns,clarinet,violin,studio,0,0.0454247852504
panns,double-bass,flute,studio,0,0.0490849126719
panns,double-bass,french-horn,studio,0,0.00225903614458
panns,double-bass,oboe,studio,0,0.00237341772152
panns,double-bass,trombone,studio,0,0.0356963513857
panns,double-bass,trumpet,studio,0,0.00419453734671
panns,double-bass,tuba,studio,0,0.0085685483871
panns,double-bass,viola,studio,0,0.00896055509981
panns,double-bass,violin,studio,0,0.0182591843613
panns,flute,french-horn,studio,0,0.046686746988
panns,flute,oboe,studio,0,0.0526637275055
panns,flute,trombone,studio,0,0.0200789098815
panns,flute,trumpet,studio,0,0.011858974359
panns,flute,tuba,studio,0,0.0319751746163
panns,flute,viola,studio,0,0.0198506289308
panns,flute,violin,studio,0,0.0478781554363
panns,french-horn,oboe,studio,0,0.00200803212851
panns,french-horn,trombone,studio,0,0.0884238709223
panns,french-horn,trumpet,studio,0,0.00401606425703
panns,french-horn,tuba,studio,0,0.0234223183055
panns,french-horn,viola,studio,0,0.00150602409639
panns,french-horn,violin,studio,0,0.0210843373494
panns,oboe,trombone,studio,0,0.0221518987342
panns,oboe,trumpet,studio,0,0.00795602077248
panns,oboe,tuba,studio,0,0.00290084388186
panns,oboe,viola,studio,0,0.000263713080169
panns,oboe,violin,studio,0,0.0461497890295
panns,trombone,trumpet,studio,0,0.0806314664867
panns,trombone,tuba,studio,0,0.10340030183
panns,trombone,viola,studio,0,0.0112028301887
panns,trombone,violin,studio,0,0.0251555487556
panns,trumpet,tuba,studio,0,0.00132857733664
panns,trumpet,viola,studio,0,0.00117924528302
panns,trumpet,violin,studio,0,0.0416741204532
panns,tuba,viola,studio,0,0.00196223879083
panns,tuba,violin,studio,0,0.00184811827957
panns,viola,violin,studio,0,0.107507861635
panns,bassoon,cello,studio,1,0.00380434782609
panns,bassoon,clarinet,studio,1,0.0185230333426
panns,bassoon,double-bass,studio,1,0.00374458389362
panns,bassoon,flute,studio,1,0.0672562927718
panns,bassoon,french-horn,studio,1,0.0348119281249
panns,bassoon,oboe,studio,1,-0.00708762886598
panns,bassoon,trombone,studio,1,0.0638338759269
panns,bassoon,trumpet,studio,1,-0.00429553264605
panns,bassoon,tuba,studio,1,0.00709628921406
panns,bassoon,viola,studio,1,-0.000786163522013
panns,bassoon,violin,studio,1,0.0113881563174
panns,cello,clarinet,studio,1,0.00326086956522
panns,cello,double-bass,studio,1,0.0280797101449
panns,cello,flute,studio,1,0.0364006565094
panns,cello,french-horn,studio,1,0
panns,cello,oboe,studio,1,0.00527426160338
panns,cello,trombone,studio,1,0.0259057971014
panns,cello,trumpet,studio,1,0.00585284280936
panns,cello,tuba,studio,1,0.00199275362319
panns,cello,viola,studio,1,0.0187277823352
panns,cello,violin,studio,1,0.104891304348
panns,clarinet,double-bass,studio,1,0.00271739130435
panns,clarinet,flute,studio,1,0.0354489104489
panns,clarinet,french-horn,studio,1,0.0150602409639
panns,clarinet,oboe,studio,1,0.0598628691983
panns,clarinet,trombone,studio,1,0.0403232179548
panns,clarinet,trumpet,studio,1,0.0394548394548
panns,clarinet,tuba,studio,1,0.00636321805677
panns,clarinet,viola,studio,1,0.00440534874497
panns,clarinet,violin,studio,1,0.036040400866
panns,double-bass,flute,studio,1,0.0492691688344
panns,double-bass,french-horn,studio,1,0.00200803212851
panns,double-bass,oboe,studio,1,0.00158227848101
panns,double-bass,trombone,studio,1,0.0391367912535
panns,double-bass,trumpet,studio,1,0.00310758082497
panns,double-bass,tuba,studio,1,0.0143335086489
panns,double-bass,viola,studio,1,0.00407779600766
panns,double-bass,violin,studio,1,0.0184993259184
panns,flute,french-horn,studio,1,0.0424196787149
panns,flute,oboe,studio,1,0.0403481012658
panns,flute,trombone,studio,1,0.0267047158495
panns,flute,trumpet,studio,1,0.0155626780627
panns,flute,tuba,studio,1,0.038823407775
panns,flute,viola,studio,1,0.0212566521529
panns,flute,violin,studio,1,0.0558122970914
panns,french-horn,oboe,studio,1,0.00552208835341
panns,french-horn,trombone,studio,1,0.0851365990277
panns,french-horn,trumpet,studio,1,0.00200803212851
panns,french-horn,tuba,studio,1,0.0184751101179
panns,french-horn,viola,studio,1,0
panns,french-horn,violin,studio,1,0.0128012048193
panns,oboe,trombone,studio,1,0.0224156118143
panns,oboe,trumpet,studio,1,0.0128367413178
panns,oboe,tuba,studio,1,0.00184599156118
panns,oboe,viola,studio,1,0.000786163522013
panns,oboe,violin,studio,1,0.0574894514768
panns,trombone,trumpet,studio,1,0.0825179937022
panns,trombone,tuba,studio,1,0.0967741935484
panns,trombone,viola,studio,1,0.0148957298908
panns,trombone,violin,studio,1,0.0277990276078
