instrument,family,note,midi,octave,length,dynamic,technique,duration_s,sample_rate,channels,bitrate,bytes,folder_note,path,filename
cello,strings,C6,84,6,025,pianissimo,arco-normal,0.3918,44100,1,96000,6790,C6,Strings/cello/C6/cello_C6_025_pianissimo_arco-normal.mp3,cello_C6_025_pianissimo_arco-normal.mp3
cello,strings,C6,84,6,05,forte,arco-normal,0.6269,44100,1,96000,9611,C6,Strings/cello/C6/cello_C6_05_forte_arco-normal.mp3,cello_C6_05_forte_arco-normal.mp3
cello,strings,C6,84,6,05,fortissimo,arco-normal,0.4963,44100,1,96000,8045,C6,Strings/cello/C6/cello_C6_05_fortissimo_arco-normal.mp3,cello_C6_05_fortissimo_arco-normal.mp3
cello,strings,C6,84,6,05,mezzo-piano,arco-normal,0.6269,44100,1,96000,9611,C6,Strings/cello/C6/cello_C6_05_mezzo-piano_arco-normal.mp3,cello_C6_05_mezzo-piano_arco-normal.mp3
cello,strings,C6,84,6,05,pianissimo,arco-normal,0.4702,44100,1,96000,7730,C6,Strings/cello/C6/cello_C6_05_pianissimo_arco-normal.mp3,cello_C6_05_pianissimo_arco-normal.mp3
cello,strings,C6,84,6,15,forte,arco-normal,2.0376,44100,1,96000,26539,C6,Strings/cello/C6/cello_C6_15_forte_arco-normal.mp3,cello_C6_15_forte_arco-normal.mp3
cello,strings,C6,84,6,15,fortissimo,arco-normal,1.9331,44100,1,96000,25286,C6,Strings/cello/C6/cello_C6_15_fortissimo_arco-normal.mp3,cello_C6_15_fortissimo_arco-normal.mp3
cello,strings,C6,84,6,15,mezzo-piano,arco-normal,2.1159,44100,1,96000,27479,C6,Strings/cello/C6/cello_C6_15_mezzo-piano_arco-normal.mp3,cello_C6_15_mezzo-piano_arco-normal.mp3
cello,strings,C6,84,6,15,pianissimo,arco-normal,1.28,44100,1,96000,17448,C6,Strings/cello/C6/cello_C6_15_pianissimo_arco-normal.mp3,cello_C6_15_pianissimo_arco-normal.mp3
cello,strings,C6,84,6,1,forte,arco-normal,1.071,44100,1,96000,14940,C6,Strings/cello/C6/cello_C6_1_forte_arco-normal.mp3,cello_C6_1_forte_arco-normal.mp3
cello,strings,C6,84,6,1,fortissimo,arco-normal,1.8286,44100,1,96000,24032,C6,Strings/cello/C6/cello_C6_1_fortissimo_arco-normal.mp3,cello_C6_1_fortissimo_arco-normal.mp3
cello,strings,C6,84,6,1,mezzo-piano,arco-normal,1.0188,44100,1,96000,14313,C6,Strings/cello/C6/cello_C6_1_mezzo-piano_arco-normal.mp3,cello_C6_1_mezzo-piano_arco-normal.mp3
cello,strings,C6,84,6,1,pianissimo,arco-normal,0.9404,44100,1,96000,13373,C6,Strings/cello/C6/cello_C6_1_pianissimo_arco-normal.mp3,cello_C6_1_pianissimo_arco-normal.mp3
cello,strings,Cs6,85,6,1,mezzo-forte,arco-harmonic,0.8359,44100,1,96000,12120,Cs6,Strings/cello/Cs6/cello_Cs6_1_mezzo-forte_arco-harmonic.mp3,cello_Cs6_1_mezzo-forte_arco-harmonic.mp3
cello,strings,Ds6,87,6,1,mezzo-forte,arco-harmonic,0.9404,44100,1,96000,13374,Ds6,Strings/cello/Ds6/cello_Ds6_1_mezzo-forte_arco-harmonic.mp3,cello_Ds6_1_mezzo-forte_arco-harmonic.mp3
cello,strings,E6,88,6,1,mezzo-forte,arco-harmonic,0.6269,44100,1,96000,9612,E6,Strings/cello/E6/cello_E6_1_mezzo-forte_arco-harmonic.mp3,cello_E6_1_mezzo-forte_arco-harmonic.mp3
cello,strings,As6,94,6,1,mezzo-forte,arco-harmonic,0.7837,44100,1,96000,11493,As6,Strings/cello/As6/cello_As6_1_mezzo-forte_arco-harmonic.mp3,cello_As6_1_mezzo-forte_arco-harmonic.mp3
cello,strings,C7,96,7,1,mezzo-forte,arco-harmonic,0.4179,44100,1,96000,7104,C7,Strings/cello/C7/cello_C7_1_mezzo-forte_arco-harmonic.mp3,cello_C7_1_mezzo-forte_arco-harmonic.mp3
clarinet,woodwind,D3,50,3,025,forte,normal,0.4703,44100,1,64000,5866,D3,clarinet/D3/clarinet_D3_025_forte_normal.mp3,clarinet_D3_025_forte_normal.mp3
clarinet,woodwind,D3,50,3,025,fortissimo,normal,0.4441,44100,1,64000,5657,D3,clarinet/D3/clarinet_D3_025_fortissimo_normal.mp3,clarinet_D3_025_fortissimo_normal.mp3
clarinet,woodwind,D3,50,3,025,pianissimo,normal,0.6531,44100,1,64000,7328,D3,clarinet/D3/clarinet_D3_025_pianissimo_normal.mp3,clarinet_D3_025_pianissimo_normal.mp3
clarinet,woodwind,D3,50,3,025,piano,normal,0.6009,44100,1,64000,6911,D3,clarinet/D3/clarinet_D3_025_piano_normal.mp3,clarinet_D3_025_piano_normal.mp3
clarinet,woodwind,D3,50,3,05,forte,normal,1.1495,44100,1,64000,11300,D3,clarinet/D3/clarinet_D3_05_forte_normal.mp3,clarinet_D3_05_forte_normal.mp3
clarinet,woodwind,D3,50,3,05,fortissimo,normal,1.045,44100,1,64000,10464,D3,clarinet/D3/clarinet_D3_05_fortissimo_normal.mp3,clarinet_D3_05_fortissimo_normal.mp3
clarinet,woodwind,D3,50,3,05,pianissimo,normal,1.1756,44100,1,64000,11508,D3,clarinet/D3/clarinet_D3_05_pianissimo_normal.mp3,clarinet_D3_05_pianissimo_normal.mp3
clarinet,woodwind,D3,50,3,05,piano,normal,1.1495,44100,1,64000,11300,D3,clarinet/D3/clarinet_D3_05_piano_normal.mp3,clarinet_D3_05_piano_normal.mp3
clarinet,woodwind,D3,50,3,15,forte,normal,2.1421,44100,1,64000,19241,D3,clarinet/D3/clarinet_D3_15_forte_normal.mp3,clarinet_D3_15_forte_normal.mp3
clarinet,woodwind,D3,50,3,15,fortissimo,normal,2.325,44100,1,64000,20704,D3,clarinet/D3/clarinet_D3_15_fortissimo_normal.mp3,clarinet_D3_15_fortissimo_normal.mp3
clarinet,woodwind,D3,50,3,15,pianissimo,normal,2.1421,44100,1,64000,19240,D3,clarinet/D3/clarinet_D3_15_pianissimo_normal.mp3,clarinet_D3_15_pianissimo_normal.mp3
clarinet,woodwind,D3,50,3,15,piano,normal,2.1944,44100,1,64000,19659,D3,clarinet/D3/clarinet_D3_15_piano_normal.mp3,clarinet_D3_15_piano_normal.mp3
clarinet,woodwind,D3,50,3,1,forte,normal,1.7241,44100,1,64000,15897,D3,clarinet/D3/clarinet_D3_1_forte_normal.mp3,clarinet_D3_1_forte_normal.mp3
clarinet,woodwind,D3,50,3,1,fortissimo,normal,1.6719,44100,1,64000,15479,D3,clarinet/D3/clarinet_D3_1_fortissimo_normal.mp3,clarinet_D3_1_fortissimo_normal.mp3
clarinet,woodwind,D3,50,3,1,pianissimo,normal,2.1421,44100,1,64000,19240,D3,clarinet/D3/clarinet_D3_1_pianissimo_normal.mp3,clarinet_D3_1_pianissimo_normal.mp3
clarinet,woodwind,D3,50,3,1,piano,normal,1.6719,44100,1,64000,15479,D3,clarinet/D3/clarinet_D3_1_piano_normal.mp3,clarinet_D3_1_piano_normal.mp3
clarinet,woodwind,D3,50,3,long,mezzo-forte,major-trill,4.1274,44100,1,64000,35124,D3,clarinet/D3/clarinet_D3_long_mezzo-forte_major-trill.mp3,clarinet_D3_long_mezzo-forte_major-trill.mp3
clarinet,woodwind,D3,50,3,long,mezzo-forte,minor-trill,3.8139,44100,1,64000,32616,D3,clarinet/D3/clarinet_D3_long_mezzo-forte_minor-trill.mp3,clarinet_D3_long_mezzo-forte_minor-trill.mp3
clarinet,woodwind,D3,50,3,phrase,mezzo-forte,nonlegato,8.5683,44100,1,64000,70651,D3,clarinet/D3/clarinet_D3_phrase_mezzo-forte_nonlegato.mp3,clarinet_D3_phrase_mezzo-forte_nonlegato.mp3
clarinet,woodwind,D3,50,3,phrase,mezzo-forte,staccatissimo,8.3331,44100,1,64000,68770,D3,clarinet/D3/clarinet_D3_phrase_mezzo-forte_staccatissimo.mp3,clarinet_D3_phrase_mezzo-forte_staccatissimo.mp3
clarinet,woodwind,D3,50,3,phrase,mezzo-forte,staccato,8.7511,44100,1,64000,72114,D3,clarinet/D3/clarinet_D3_phrase_mezzo-forte_staccato.mp3,clarinet_D3_phrase_mezzo-forte_staccato.mp3
clarinet,woodwind,D3,50,3,phrase,mezzo-forte,tongued-slur,8.9079,44100,1,64000,73368,D3,clarinet/D3/clarinet_D3_phrase_mezzo-forte_tongued-slur.mp3,clarinet_D3_phrase_mezzo-forte_tongued-slur.mp3
clarinet,woodwind,D3,50,3,very-long,cresc-decresc,normal,16.3266,44100,1,64000,132718,D3,clarinet/D3/clarinet_D3_very-long_cresc-decresc_normal.mp3,clarinet_D3_very-long_cresc-decresc_normal.mp3
clarinet,woodwind,D3,50,3,very-long,piano,normal,61.2572,44100,1,64000,492163,D3,clarinet/D3/clarinet_D3_very-long_piano_normal.mp3,clarinet_D3_very-long_piano_normal.mp3
clarinet,woodwind,Ds3,51,3,025,forte,normal,0.4441,44100,1,64000,5657,Ds3,clarinet/Ds3/clarinet_Ds3_025_forte_normal.mp3,clarinet_Ds3_025_forte_normal.mp3
clarinet,woodwind,Ds3,51,3,025,fortissimo,normal,0.4703,44100,1,64000,5866,Ds3,clarinet/Ds3/clarinet_Ds3_025_fortissimo_normal.mp3,clarinet_Ds3_025_fortissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,025,pianissimo,normal,0.7054,44100,1,64000,7746,Ds3,clarinet/Ds3/clarinet_Ds3_025_pianissimo_normal.mp3,clarinet_Ds3_025_pianissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,025,piano,normal,0.5486,44100,1,64000,6493,Ds3,clarinet/Ds3/clarinet_Ds3_025_piano_normal.mp3,clarinet_Ds3_025_piano_normal.mp3
clarinet,woodwind,Ds3,51,3,05,forte,normal,1.0711,44100,1,64000,10673,Ds3,clarinet/Ds3/clarinet_Ds3_05_forte_normal.mp3,clarinet_Ds3_05_forte_normal.mp3
clarinet,woodwind,Ds3,51,3,05,fortissimo,normal,1.0711,44100,1,64000,10673,Ds3,clarinet/Ds3/clarinet_Ds3_05_fortissimo_normal.mp3,clarinet_Ds3_05_fortissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,05,pianissimo,normal,1.1495,44100,1,64000,11299,Ds3,clarinet/Ds3/clarinet_Ds3_05_pianissimo_normal.mp3,clarinet_Ds3_05_pianissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,05,piano,normal,1.1495,44100,1,64000,11300,Ds3,clarinet/Ds3/clarinet_Ds3_05_piano_normal.mp3,clarinet_Ds3_05_piano_normal.mp3
clarinet,woodwind,Ds3,51,3,15,forte,normal,2.2466,44100,1,64000,20077,Ds3,clarinet/Ds3/clarinet_Ds3_15_forte_normal.mp3,clarinet_Ds3_15_forte_normal.mp3
clarinet,woodwind,Ds3,51,3,15,fortissimo,normal,2.2989,44100,1,64000,20495,Ds3,clarinet/Ds3/clarinet_Ds3_15_fortissimo_normal.mp3,clarinet_Ds3_15_fortissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,15,pianissimo,normal,2.0638,44100,1,64000,18613,Ds3,clarinet/Ds3/clarinet_Ds3_15_pianissimo_normal.mp3,clarinet_Ds3_15_pianissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,15,piano,normal,2.3773,44100,1,64000,21122,Ds3,clarinet/Ds3/clarinet_Ds3_15_piano_normal.mp3,clarinet_Ds3_15_piano_normal.mp3
clarinet,woodwind,Ds3,51,3,1,forte,normal,1.6719,44100,1,64000,15479,Ds3,clarinet/Ds3/clarinet_Ds3_1_forte_normal.mp3,clarinet_Ds3_1_forte_normal.mp3
clarinet,woodwind,Ds3,51,3,1,fortissimo,normal,1.6458,44100,1,64000,15270,Ds3,clarinet/Ds3/clarinet_Ds3_1_fortissimo_normal.mp3,clarinet_Ds3_1_fortissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,1,pianissimo,normal,1.489,44100,1,64000,14015,Ds3,clarinet/Ds3/clarinet_Ds3_1_pianissimo_normal.mp3,clarinet_Ds3_1_pianissimo_normal.mp3
clarinet,woodwind,Ds3,51,3,1,piano,normal,1.5935,44100,1,64000,14852,Ds3,clarinet/Ds3/clarinet_Ds3_1_piano_normal.mp3,clarinet_Ds3_1_piano_normal.mp3
clarinet,woodwind,E3,52,3,025,forte,normal,0.5225,44100,1,64000,6284,E3,clarinet/E3/clarinet_E3_025_forte_normal.mp3,clarinet_E3_025_forte_normal.mp3
clarinet,woodwind,E3,52,3,025,fortissimo,normal,0.4703,44100,1,64000,5866,E3,clarinet/E3/clarinet_E3_025_fortissimo_normal.mp3,clarinet_E3_025_fortissimo_normal.mp3
clarinet,woodwind,E3,52,3,025,pianissimo,normal,0.7054,44100,1,64000,7746,E3,clarinet/E3/clarinet_E3_025_pianissimo_normal.mp3,clarinet_E3_025_pianissimo_normal.mp3
clarinet,woodwind,E3,52,3,025,piano,normal,0.5747,44100,1,64000,6702,E3,clarinet/E3/clarinet_E3_025_piano_normal.mp3,clarinet_E3_025_piano_normal.mp3
clarinet,woodwind,E3,52,3,05,forte,normal,1.1495,44100,1,64000,11300,E3,clarinet/E3/clarinet_E3_05_forte_normal.mp3,clarinet_E3_05_forte_normal.mp3
clarinet,woodwind,E3,52,3,05,fortissimo,normal,1.1234,44100,1,64000,11091,E3,clarinet/E3/clarinet_E3_05_fortissimo_normal.mp3,clarinet_E3_05_fortissimo_normal.mp3
clarinet,woodwind,E3,52,3,05,pianissimo,normal,1.1234,44100,1,64000,11090,E3,clarinet/E3/clarinet_E3_05_pianissimo_normal.mp3,clarinet_E3_05_pianissimo_normal.mp3
clarinet,woodwind,E3,52,3,05,piano,normal,1.2279,44100,1,64000,11927,E3,clarinet/E3/clarinet_E3_05_piano_normal.mp3,clarinet_E3_05_piano_normal.mp3
clarinet,woodwind,E3,52,3,15,forte,normal,2.1944,44100,1,64000,19659,E3,clarinet/E3/clarinet_E3_15_forte_normal.mp3,clarinet_E3_15_forte_normal.mp3
clarinet,woodwind,E3,52,3,15,fortissimo,normal,2.1944,44100,1,64000,19659,E3,clarinet/E3/clarinet_E3_15_fortissimo_normal.mp3,clarinet_E3_15_fortissimo_normal.mp3
clarinet,woodwind,E3,52,3,15,pianissimo,normal,2.1683,44100,1,64000,19449,E3,clarinet/E3/clarinet_E3_15_pianissimo_normal.mp3,clarinet_E3_15_pianissimo_normal.mp3
clarinet,woodwind,E3,52,3,15,piano,normal,2.3773,44100,1,64000,21122,E3,clarinet/E3/clarinet_E3_15_piano_normal.mp3,clarinet_E3_15_piano_normal.mp3
clarinet,woodwind,E3,52,3,1,forte,normal,1.7241,44100,1,64000,15897,E3,clarinet/E3/clarinet_E3_1_forte_normal.mp3,clarinet_E3_1_forte_normal.mp3
clarinet,woodwind,E3,52,3,1,fortissimo,normal,1.7503,44100,1,64000,16106,E3,clarinet/E3/clarinet_E3_1_fortissimo_normal.mp3,clarinet_E3_1_fortissimo_normal.mp3
clarinet,woodwind,E3,52,3,1,pianissimo,normal,1.5413,44100,1,64000,14433,E3,clarinet/E3/clarinet_E3_1_pianissimo_normal.mp3,clarinet_E3_1_pianissimo_normal.mp3
clarinet,woodwind,E3,52,3,1,piano,normal,1.8547,44100,1,64000,16942,E3,clarinet/E3/clarinet_E3_1_piano_normal.mp3,clarinet_E3_1_piano_normal.mp3
clarinet,woodwind,E3,52,3,phrase,mezzo-forte,fluttertonguing,6.2434,44100,1,64000,52052,E3,clarinet/E3/clarinet_E3_phrase_mezzo-forte_fluttertonguing.mp3,clarinet_E3_phrase_mezzo-forte_fluttertonguing.mp3
clarinet,woodwind,F3,53,3,025,forte,normal,0.4964,44100,1,64000,6075,F3,clarinet/F3/clarinet_F3_025_forte_normal.mp3,clarinet_F3_025_forte_normal.mp3
clarinet,woodwind,F3,53,3,025,fortissimo,normal,0.4441,44100,1,64000,5657,F3,clarinet/F3/clarinet_F3_025_fortissimo_normal.mp3,clarinet_F3_025_fortissimo_normal.mp3
clarinet,woodwind,F3,53,3,025,pianissimo,normal,0.7054,44100,1,64000,7746,F3,clarinet/F3/clarinet_F3_025_pianissimo_normal.mp3,clarinet_F3_025_pianissimo_normal.mp3
clarinet,woodwind,F3,53,3,025,piano,normal,0.5486,44100,1,64000,6493,F3,clarinet/F3/clarinet_F3_025_piano_normal.mp3,clarinet_F3_025_piano_normal.mp3
clarinet,woodwind,F3,53,3,05,forte,normal,1.2018,44100,1,64000,11718,F3,clarinet/F3/clarinet_F3_05_forte_normal.mp3,clarinet_F3_05_forte_normal.mp3
clarinet,woodwind,F3,53,3,05,fortissimo,normal,1.0189,44100,1,64000,10255,F3,clarinet/F3/clarinet_F3_05_fortissimo_normal.mp3,clarinet_F3_05_fortissimo_normal.mp3
clarinet,woodwind,F3,53,3,05,pianissimo,normal,1.2018,44100,1,64000,11717,F3,clarinet/F3/clarinet_F3_05_pianissimo_normal.mp3,clarinet_F3_05_pianissimo_normal.mp3
clarinet,woodwind,F3,53,3,05,piano,normal,1.1756,44100,1,64000,11509,F3,clarinet/F3/clarinet_F3_05_piano_normal.mp3,clarinet_F3_05_piano_normal.mp3
clarinet,woodwind,F3,53,3,15,forte,normal,2.3511,44100,1,64000,20913,F3,clarinet/F3/clarinet_F3_15_forte_normal.mp3,clarinet_F3_15_forte_normal.mp3
clarinet,woodwind,F3,53,3,15,fortissimo,normal,2.2989,44100,1,64000,20495,F3,clarinet/F3/clarinet_F3_15_fortissimo_normal.mp3,clarinet_F3_15_fortissimo_normal.mp3
clarinet,woodwind,F3,53,3,15,pianissimo,normal,2.2727,44100,1,64000,20285,F3,clarinet/F3/clarinet_F3_15_pianissimo_normal.mp3,clarinet_F3_15_pianissimo_normal.mp3
clarinet,woodwind,F3,53,3,15,piano,normal,2.2205,44100,1,64000,19868,F3,clarinet/F3/clarinet_F3_15_piano_normal.mp3,clarinet_F3_15_piano_normal.mp3
clarinet,woodwind,F3,53,3,1,forte,normal,1.7241,44100,1,64000,15897,F3,clarinet/F3/clarinet_F3_1_forte_normal.mp3,clarinet_F3_1_forte_normal.mp3
clarinet,woodwind,F3,53,3,1,fortissimo,normal,1.7241,44100,1,64000,15897,F3,clarinet/F3/clarinet_F3_1_fortissimo_normal.mp3,clarinet_F3_1_fortissimo_normal.mp3
clarinet,woodwind,F3,53,3,1,pianissimo,normal,1.5935,44100,1,64000,14851,F3,clarinet/F3/clarinet_F3_1_pianissimo_normal.mp3,clarinet_F3_1_pianissimo_normal.mp3
clarinet,woodwind,F3,53,3,1,piano,normal,1.5935,44100,1,64000,14852,F3,clarinet/F3/clarinet_F3_1_piano_normal.mp3,clarinet_F3_1_piano_normal.mp3
clarinet,woodwind,F3,53,3,long,mezzo-forte,major-trill,4.7021,44100,1,64000,39722,F3,clarinet/F3/clarinet_F3_long_mezzo-forte_major-trill.mp3,clarinet_F3_long_mezzo-forte_major-trill.mp3
clarinet,woodwind,F3,53,3,long,mezzo-forte,minor-trill,4.8589,44100,1,64000,40976,F3,clarinet/F3/clarinet_F3_long_mezzo-forte_minor-trill.mp3,clarinet_F3_long_mezzo-forte_minor-trill.mp3
clarinet,woodwind,F3,53,3,very-long,cresc-decresc,normal,18.6254,44100,1,64000,151108,F3,clarinet/F3/clarinet_F3_very-long_cresc-decresc_normal.mp3,clarinet_F3_very-long_cresc-decresc_normal.mp3
clarinet,woodwind,Fs3,54,3,025,forte,normal,0.418,44100,1,64000,5448,Fs3,clarinet/Fs3/clarinet_Fs3_025_forte_normal.mp3,clarinet_Fs3_025_forte_normal.mp3
clarinet,woodwind,Fs3,54,3,025,fortissimo,normal,0.418,44100,1,64000,5448,Fs3,clarinet/Fs3/clarinet_Fs3_025_fortissimo_normal.mp3,clarinet_Fs3_025_fortissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,025,pianissimo,normal,0.5747,44100,1,64000,6701,Fs3,clarinet/Fs3/clarinet_Fs3_025_pianissimo_normal.mp3,clarinet_Fs3_025_pianissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,025,piano,normal,0.4964,44100,1,64000,6075,Fs3,clarinet/Fs3/clarinet_Fs3_025_piano_normal.mp3,clarinet_Fs3_025_piano_normal.mp3
clarinet,woodwind,Fs3,54,3,05,forte,normal,1.1234,44100,1,64000,11091,Fs3,clarinet/Fs3/clarinet_Fs3_05_forte_normal.mp3,clarinet_Fs3_05_forte_normal.mp3
clarinet,woodwind,Fs3,54,3,05,fortissimo,normal,1.1495,44100,1,64000,11300,Fs3,clarinet/Fs3/clarinet_Fs3_05_fortissimo_normal.mp3,clarinet_Fs3_05_fortissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,05,pianissimo,normal,1.0973,44100,1,64000,10881,Fs3,clarinet/Fs3/clarinet_Fs3_05_pianissimo_normal.mp3,clarinet_Fs3_05_pianissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,05,piano,normal,1.1234,44100,1,64000,11091,Fs3,clarinet/Fs3/clarinet_Fs3_05_piano_normal.mp3,clarinet_Fs3_05_piano_normal.mp3
clarinet,woodwind,Fs3,54,3,15,forte,normal,2.2727,44100,1,64000,20286,Fs3,clarinet/Fs3/clarinet_Fs3_15_forte_normal.mp3,clarinet_Fs3_15_forte_normal.mp3
clarinet,woodwind,Fs3,54,3,15,fortissimo,normal,2.2205,44100,1,64000,19868,Fs3,clarinet/Fs3/clarinet_Fs3_15_fortissimo_normal.mp3,clarinet_Fs3_15_fortissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,15,pianissimo,normal,2.1944,44100,1,64000,19658,Fs3,clarinet/Fs3/clarinet_Fs3_15_pianissimo_normal.mp3,clarinet_Fs3_15_pianissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,15,piano,normal,2.2205,44100,1,64000,19868,Fs3,clarinet/Fs3/clarinet_Fs3_15_piano_normal.mp3,clarinet_Fs3_15_piano_normal.mp3
clarinet,woodwind,Fs3,54,3,1,forte,normal,1.7503,44100,1,64000,16106,Fs3,clarinet/Fs3/clarinet_Fs3_1_forte_normal.mp3,clarinet_Fs3_1_forte_normal.mp3
clarinet,woodwind,Fs3,54,3,1,fortissimo,normal,1.698,44100,1,64000,15688,Fs3,clarinet/Fs3/clarinet_Fs3_1_fortissimo_normal.mp3,clarinet_Fs3_1_fortissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,1,pianissimo,normal,1.489,44100,1,64000,14015,Fs3,clarinet/Fs3/clarinet_Fs3_1_pianissimo_normal.mp3,clarinet_Fs3_1_pianissimo_normal.mp3
clarinet,woodwind,Fs3,54,3,1,piano,normal,1.5935,44100,1,64000,14852,Fs3,clarinet/Fs3/clarinet_Fs3_1_piano_normal.mp3,clarinet_Fs3_1_piano_normal.mp3
clarinet,woodwind,G3,55,3,025,forte,normal,0.4703,44100,1,64000,5866,G3,clarinet/G3/clarinet_G3_025_forte_normal.mp3,clarinet_G3_025_forte_normal.mp3
clarinet,woodwind,G3,55,3,025,fortissimo,normal,0.3919,44100,1,64000,5239,G3,clarinet/G3/clarinet_G3_025_fortissimo_normal.mp3,clarinet_G3_025_fortissimo_normal.mp3
clarinet,woodwind,G3,55,3,025,pianissimo,normal,0.627,44100,1,64000,7119,G3,clarinet/G3/clarinet_G3_025_pianissimo_normal.mp3,clarinet_G3_025_pianissimo_normal.mp3
clarinet,woodwind,G3,55,3,025,piano,normal,0.5486,44100,1,64000,6493,G3,clarinet/G3/clarinet_G3_025_piano_normal.mp3,clarinet_G3_025_piano_normal.mp3
clarinet,woodwind,G3,55,3,05,forte,normal,1.0711,44100,1,64000,10673,G3,clarinet/G3/clarinet_G3_05_forte_normal.mp3,clarinet_G3_05_forte_normal.mp3
clarinet,woodwind,G3,55,3,05,fortissimo,normal,1.045,44100,1,64000,10464,G3,clarinet/G3/clarinet_G3_05_fortissimo_normal.mp3,clarinet_G3_05_fortissimo_normal.mp3
clarinet,woodwind,G3,55,3,05,pianissimo,normal,1.1234,44100,1,64000,11091,G3,clarinet/G3/clarinet_G3_05_pianissimo_normal.mp3,clarinet_G3_05_pianissimo_normal.mp3
clarinet,woodwind,G3,55,3,05,piano,normal,1.1234,44100,1,64000,11091,G3,clarinet/G3/clarinet_G3_05_piano_normal.mp3,clarinet_G3_05_piano_normal.mp3
clarinet,woodwind,G3,55,3,15,forte,normal,2.1944,44100,1,64000,19659,G3,clarinet/G3/clarinet_G3_15_forte_normal.mp3,clarinet_G3_15_forte_normal.mp3
clarinet,woodwind,G3,55,3,15,fortissimo,normal,2.3511,44100,1,64000,20913,G3,clarinet/G3/clarinet_G3_15_fortissimo_normal.mp3,clarinet_G3_15_fortissimo_normal.mp3
clarinet,woodwind,G3,55,3,15,pianissimo,normal,2.2205,44100,1,64000,19868,G3,clarinet/G3/clarinet_G3_15_pianissimo_normal.mp3,clarinet_G3_15_pianissimo_normal.mp3
clarinet,woodwind,G3,55,3,15,piano,normal,2.2727,44100,1,64000,20286,G3,clarinet/G3/clarinet_G3_15_piano_normal.mp3,clarinet_G3_15_piano_normal.mp3
clarinet,woodwind,G3,55,3,1,forte,normal,1.7241,44100,1,64000,15897,G3,clarinet/G3/clarinet_G3_1_forte_normal.mp3,clarinet_G3_1_forte_normal.mp3
clarinet,woodwind,G3,55,3,1,fortissimo,normal,1.7241,44100,1,64000,15897,G3,clarinet/G3/clarinet_G3_1_fortissimo_normal.mp3,clarinet_G3_1_fortissimo_normal.mp3
clarinet,woodwind,G3,55,3,1,pianissimo,normal,12.147,44100,1,64000,99273,G3,clarinet/G3/clarinet_G3_1_pianissimo_normal.mp3,clarinet_G3_1_pianissimo_normal.mp3
clarinet,woodwind,G3,55,3,1,piano,normal,1.7241,44100,1,64000,15897,G3,clarinet/G3/clarinet_G3_1_piano_normal.mp3,clarinet_G3_1_piano_normal.mp3
clarinet,woodwind,G3,55,3,phrase,mezzo-forte,fluttertonguing,4.9111,44100,1,64000,41394,G3,clarinet/G3/clarinet_G3_phrase_mezzo-forte_fluttertonguing.mp3,clarinet_G3_phrase_mezzo-forte_fluttertonguing.mp3
clarinet,woodwind,G3,55,3,phrase,mezzo-forte,nonlegato,8.6466,44100,1,64000,71278,G3,clarinet/G3/clarinet_G3_phrase_mezzo-forte_nonlegato.mp3,clarinet_G3_phrase_mezzo-forte_nonlegato.mp3
clarinet,woodwind,G3,55,3,phrase,mezzo-forte,staccatissimo,8.7511,44100,1,64000,72114,G3,clarinet/G3/clarinet_G3_phrase_mezzo-forte_staccatissimo.mp3,clarinet_G3_phrase_mezzo-forte_staccatissimo.mp3
clarinet,woodwind,G3,55,3,phrase,mezzo-forte,staccato,8.8034,44100,1,64000,72532,G3,clarinet/G3/clarinet_G3_phrase_mezzo-forte_staccato.mp3,clarinet_G3_phrase_mezzo-forte_staccato.mp3
clarinet,woodwind,G3,55,3,phrase,mezzo-forte,tongued-slur,9.2735,44100,1,64000,76293,G3,clarinet/G3/clarinet_G3_phrase_mezzo-forte_tongued-slur.mp3,clarinet_G3_phrase_mezzo-forte_tongued-slur.mp3
clarinet,woodwind,Gs3,56,3,025,forte,normal,0.4441,44100,1,64000,5657,Gs3,clarinet/Gs3/clarinet_Gs3_025_forte_normal.mp3,clarinet_Gs3_025_forte_normal.mp3
clarinet,woodwind,Gs3,56,3,025,fortissimo,normal,0.4703,44100,1,64000,5866,Gs3,clarinet/Gs3/clarinet_Gs3_025_fortissimo_normal.mp3,clarinet_Gs3_025_fortissimo_normal.mp3
clarinet,woodwind,Gs3,56,3,025,pianissimo,normal,0.627,44100,1,64000,7120,Gs3,clarinet/Gs3/clarinet_Gs3_025_pianissimo_normal.mp3,clarinet_Gs3_025_pianissimo_normal.mp3
