window_path,label,note,split,source_path,start_time,content_s,pre_norm_rms,post_norm_rms
work/windows/Strings/Contrabass/ordinario/Cb-ord-C5-mf-1c-N_w000.wav,double-bass,C5,train,Strings/Contrabass/ordinario/Cb-ord-C5-mf-1c-N.wav,0.0,2.74,0.00652,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-C5-pp-1c-N_w000.wav,double-bass,C5,train,Strings/Contrabass/ordinario/Cb-ord-C5-pp-1c-N.wav,0.0,3.0,0.00184,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-ff-2c-N_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-ff-2c-N.wav,0.0,3.0,0.11833,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-ff-3c-N_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-ff-3c-N.wav,0.0,3.0,0.14178,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-ff-4c-T16u_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-ff-4c-T16u.wav,0.0,3.0,0.15193,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-mf-2c-N_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-mf-2c-N.wav,0.0,3.0,0.02563,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-mf-3c-N_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-mf-3c-N.wav,0.0,3.0,0.03343,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-mf-4c-T12u_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-mf-4c-T12u.wav,0.0,3.0,0.03707,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-pp-2c-N_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-pp-2c-N.wav,0.0,3.0,0.00793,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-pp-3c-N_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-pp-3c-N.wav,0.0,3.0,0.00957,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#2-pp-4c-N_w000.wav,double-bass,D#2,train,Strings/Contrabass/ordinario/Cb-ord-D#2-pp-4c-N.wav,0.0,3.0,0.01181,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-ff-1c-T11u_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-ff-1c-T11u.wav,0.0,3.0,0.03416,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-ff-2c-N_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-ff-2c-N.wav,0.0,3.0,0.03993,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-ff-3c-N_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-ff-3c-N.wav,0.0,3.0,0.04219,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-ff-4c-T31u_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-ff-4c-T31u.wav,0.0,2.5078,0.06265,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-1c-N_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-mf-1c-N.wav,0.0,3.0,0.00656,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-2c-N_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-mf-2c-N.wav,0.0,3.0,0.0072,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-3c-T24d_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-mf-3c-T24d.wav,0.0,3.0,0.01307,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-4c-T11u_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-mf-4c-T11u.wav,0.0,3.0,0.01854,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-pp-1c-N_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-pp-1c-N.wav,0.0,3.0,0.00185,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-pp-2c-N_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-pp-2c-N.wav,0.0,3.0,0.00203,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-pp-3c-T18d_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-pp-3c-T18d.wav,0.0,3.0,0.00337,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#3-pp-4c-N_w000.wav,double-bass,D#3,train,Strings/Contrabass/ordinario/Cb-ord-D#3-pp-4c-N.wav,0.0,3.0,0.00382,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#4-ff-1c-T20u_w000.wav,double-bass,D#4,test,Strings/Contrabass/ordinario/Cb-ord-D#4-ff-1c-T20u.wav,0.0,2.2756,0.0432,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#4-mf-1c-T18u_w000.wav,double-bass,D#4,test,Strings/Contrabass/ordinario/Cb-ord-D#4-mf-1c-T18u.wav,0.0,3.0,0.00897,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D#4-pp-1c-T10u_w000.wav,double-bass,D#4,test,Strings/Contrabass/ordinario/Cb-ord-D#4-pp-1c-T10u.wav,0.0,3.0,0.00338,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-ff-2c-N_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-ff-2c-N.wav,0.0,3.0,0.11637,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-ff-3c-N_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-ff-3c-N.wav,0.0,3.0,0.15645,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-ff-4c-T24u_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-ff-4c-T24u.wav,0.0,3.0,0.13142,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-mf-2c-N_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-mf-2c-N.wav,0.0,3.0,0.03101,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-mf-3c-N_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-mf-3c-N.wav,0.0,3.0,0.04667,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-mf-4c-T14u_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-mf-4c-T14u.wav,0.0,3.0,0.04709,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-pp-2c-N_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-pp-2c-N.wav,0.0,3.0,0.00695,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-pp-3c-T14d_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-pp-3c-T14d.wav,0.0,3.0,0.01197,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D2-pp-4c-N_w000.wav,double-bass,D2,train,Strings/Contrabass/ordinario/Cb-ord-D2-pp-4c-N.wav,0.0,3.0,0.01411,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-ff-1c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-ff-1c-N.wav,0.0,3.0,0.04493,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-ff-2c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-ff-2c-N.wav,0.0,3.0,0.05424,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-ff-3c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-ff-3c-N.wav,0.0,3.0,0.0672,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-ff-4c-T31u_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-ff-4c-T31u.wav,0.0,2.8793,0.05623,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-mf-1c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-mf-1c-N.wav,0.0,3.0,0.01105,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-mf-2c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-mf-2c-N.wav,0.0,3.0,0.0152,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-mf-3c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-mf-3c-N.wav,0.0,3.0,0.01683,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-mf-4c-T19u_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-mf-4c-T19u.wav,0.0,3.0,0.01529,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-pp-1c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-pp-1c-N.wav,0.0,3.0,0.00227,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-pp-2c-N_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-pp-2c-N.wav,0.0,3.0,0.00394,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-pp-3c-T27d_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-pp-3c-T27d.wav,0.0,3.0,0.00473,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D3-pp-4c-T15u_w000.wav,double-bass,D3,train,Strings/Contrabass/ordinario/Cb-ord-D3-pp-4c-T15u.wav,0.0,3.0,0.00301,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D4-ff-1c-T17d_w000.wav,double-bass,D4,val,Strings/Contrabass/ordinario/Cb-ord-D4-ff-1c-T17d.wav,0.0,2.6935,0.03595,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D4-ff-2c-N_w000.wav,double-bass,D4,val,Strings/Contrabass/ordinario/Cb-ord-D4-ff-2c-N.wav,0.0,2.0898,0.03436,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D4-mf-1c-T13d_w000.wav,double-bass,D4,val,Strings/Contrabass/ordinario/Cb-ord-D4-mf-1c-T13d.wav,0.0,3.0,0.00712,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D4-mf-2c-N_w000.wav,double-bass,D4,val,Strings/Contrabass/ordinario/Cb-ord-D4-mf-2c-N.wav,0.0,3.0,0.00963,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D4-pp-1c-T12d_w000.wav,double-bass,D4,val,Strings/Contrabass/ordinario/Cb-ord-D4-pp-1c-T12d.wav,0.0,3.0,0.00197,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-D4-pp-2c-N_w000.wav,double-bass,D4,val,Strings/Contrabass/ordinario/Cb-ord-D4-pp-2c-N.wav,0.0,3.0,0.00187,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E1-ff-4c-N_w000.wav,double-bass,E1,val,Strings/Contrabass/ordinario/Cb-ord-E1-ff-4c-N.wav,0.0,3.0,0.10654,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E1-mf-4c-N_w000.wav,double-bass,E1,val,Strings/Contrabass/ordinario/Cb-ord-E1-mf-4c-N.wav,0.0,3.0,0.02411,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E1-pp-4c-N_w000.wav,double-bass,E1,val,Strings/Contrabass/ordinario/Cb-ord-E1-pp-4c-N.wav,0.0,3.0,0.00408,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-ff-2c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-ff-2c-N.wav,0.0,3.0,0.07078,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-ff-3c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-ff-3c-N.wav,0.0,3.0,0.12005,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-ff-4c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-ff-4c-N.wav,0.0,3.0,0.13323,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-mf-2c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-mf-2c-N.wav,0.0,3.0,0.01847,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-mf-3c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-mf-3c-N.wav,0.0,3.0,0.03716,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-mf-4c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-mf-4c-N.wav,0.0,3.0,0.0379,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-pp-2c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-pp-2c-N.wav,0.0,3.0,0.00592,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-pp-3c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-pp-3c-N.wav,0.0,3.0,0.01134,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E2-pp-4c-N_w000.wav,double-bass,E2,val,Strings/Contrabass/ordinario/Cb-ord-E2-pp-4c-N.wav,0.0,3.0,0.01049,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-ff-1c-T12u_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-ff-1c-T12u.wav,0.0,2.9489,0.03784,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-ff-2c-T16u_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-ff-2c-T16u.wav,0.0,3.0,0.03219,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-ff-3c-T17d_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-ff-3c-T17d.wav,0.0,3.0,0.04548,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-mf-1c-N_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-mf-1c-N.wav,0.0,3.0,0.01278,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-mf-2c-N_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-mf-2c-N.wav,0.0,3.0,0.00734,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-mf-3c-T14d_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-mf-3c-T14d.wav,0.0,3.0,0.00944,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-pp-1c-N_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-pp-1c-N.wav,0.0,3.0,0.00186,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-pp-2c-N_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-pp-2c-N.wav,0.0,3.0,0.00129,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E3-pp-3c-T24d_w000.wav,double-bass,E3,train,Strings/Contrabass/ordinario/Cb-ord-E3-pp-3c-T24d.wav,0.0,3.0,0.00232,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E4-ff-1c-N_w000.wav,double-bass,E4,val,Strings/Contrabass/ordinario/Cb-ord-E4-ff-1c-N.wav,0.0,2.2291,0.02628,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E4-mf-1c-N_w000.wav,double-bass,E4,val,Strings/Contrabass/ordinario/Cb-ord-E4-mf-1c-N.wav,0.0,3.0,0.00602,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-E4-pp-1c-N_w000.wav,double-bass,E4,val,Strings/Contrabass/ordinario/Cb-ord-E4-pp-1c-N.wav,0.0,3.0,0.00199,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#1-ff-4c-N_w000.wav,double-bass,F#1,val,Strings/Contrabass/ordinario/Cb-ord-F#1-ff-4c-N.wav,0.0,3.0,0.10575,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#1-mf-4c-N_w000.wav,double-bass,F#1,val,Strings/Contrabass/ordinario/Cb-ord-F#1-mf-4c-N.wav,0.0,3.0,0.03141,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#1-pp-4c-N_w000.wav,double-bass,F#1,val,Strings/Contrabass/ordinario/Cb-ord-F#1-pp-4c-N.wav,0.0,3.0,0.01408,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-ff-2c-N_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-ff-2c-N.wav,0.0,3.0,0.09765,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-ff-3c-N_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-ff-3c-N.wav,0.0,3.0,0.1488,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-ff-4c-T31u_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-ff-4c-T31u.wav,0.0,3.0,0.12123,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-mf-2c-N_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-mf-2c-N.wav,0.0,3.0,0.02524,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-mf-3c-T12u_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-mf-3c-T12u.wav,0.0,3.0,0.04577,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-mf-4c-T10u_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-mf-4c-T10u.wav,0.0,3.0,0.03436,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-pp-2c-N_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-pp-2c-N.wav,0.0,3.0,0.00956,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-pp-3c-N_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-pp-3c-N.wav,0.0,3.0,0.01503,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#2-pp-4c-T15u_w000.wav,double-bass,F#2,train,Strings/Contrabass/ordinario/Cb-ord-F#2-pp-4c-T15u.wav,0.0,3.0,0.01136,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-ff-1c-N_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-ff-1c-N.wav,0.0,1.9969,0.07302,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-ff-2c-T19u_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-ff-2c-T19u.wav,0.0,2.6471,0.06467,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-ff-3c-T10u_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-ff-3c-T10u.wav,0.0,2.6239,0.07942,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-mf-1c-N_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-mf-1c-N.wav,0.0,3.0,0.01973,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-mf-2c-T14u_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-mf-2c-T14u.wav,0.0,3.0,0.01439,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-mf-3c-T15u_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-mf-3c-T15u.wav,0.0,3.0,0.02496,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-pp-1c-N_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-pp-1c-N.wav,0.0,3.0,0.00417,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-pp-2c-N_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-pp-2c-N.wav,0.0,3.0,0.0043,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#3-pp-3c-N_w000.wav,double-bass,F#3,train,Strings/Contrabass/ordinario/Cb-ord-F#3-pp-3c-N.wav,0.0,3.0,0.00566,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#4-ff-1c-N_w000.wav,double-bass,F#4,train,Strings/Contrabass/ordinario/Cb-ord-F#4-ff-1c-N.wav,0.0,2.2523,0.02214,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#4-mf-1c-N_w000.wav,double-bass,F#4,train,Strings/Contrabass/ordinario/Cb-ord-F#4-mf-1c-N.wav,0.0,3.0,0.00521,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F#4-pp-1c-N_w000.wav,double-bass,F#4,train,Strings/Contrabass/ordinario/Cb-ord-F#4-pp-1c-N.wav,0.0,3.0,0.00175,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F1-ff-4c-N_w000.wav,double-bass,F1,train,Strings/Contrabass/ordinario/Cb-ord-F1-ff-4c-N.wav,0.0,3.0,0.09049,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F1-mf-4c-N_w000.wav,double-bass,F1,train,Strings/Contrabass/ordinario/Cb-ord-F1-mf-4c-N.wav,0.0,3.0,0.02319,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F1-pp-4c-N_w000.wav,double-bass,F1,train,Strings/Contrabass/ordinario/Cb-ord-F1-pp-4c-N.wav,0.0,3.0,0.00841,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-ff-2c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-ff-2c-N.wav,0.0,3.0,0.09113,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-ff-3c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-ff-3c-N.wav,0.0,3.0,0.11128,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-ff-4c-T12u_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-ff-4c-T12u.wav,0.0,3.0,0.11565,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-mf-2c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-mf-2c-N.wav,0.0,3.0,0.02149,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-mf-3c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-mf-3c-N.wav,0.0,3.0,0.03204,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-mf-4c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-mf-4c-N.wav,0.0,3.0,0.03545,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-pp-2c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-pp-2c-N.wav,0.0,3.0,0.00737,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-pp-3c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-pp-3c-N.wav,0.0,3.0,0.00994,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F2-pp-4c-N_w000.wav,double-bass,F2,train,Strings/Contrabass/ordinario/Cb-ord-F2-pp-4c-N.wav,0.0,3.0,0.00935,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-ff-1c-N_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-ff-1c-N.wav,0.0,2.5078,0.03955,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-ff-2c-T12u_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-ff-2c-T12u.wav,0.0,2.6703,0.0287,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-ff-3c-N_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-ff-3c-N.wav,0.0,3.0,0.02882,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-mf-1c-N_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-mf-1c-N.wav,0.0,3.0,0.0091,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-mf-2c-N_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-mf-2c-N.wav,0.0,3.0,0.00577,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-mf-3c-N_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-mf-3c-N.wav,0.0,3.0,0.01128,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-pp-1c-N_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-pp-1c-N.wav,0.0,3.0,0.00188,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-pp-2c-N_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-pp-2c-N.wav,0.0,3.0,0.00161,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F3-pp-3c-T35d_w000.wav,double-bass,F3,test,Strings/Contrabass/ordinario/Cb-ord-F3-pp-3c-T35d.wav,0.0,3.0,0.00739,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F4-ff-1c-N_w000.wav,double-bass,F4,train,Strings/Contrabass/ordinario/Cb-ord-F4-ff-1c-N.wav,0.0,2.2059,0.03105,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F4-mf-1c-T16u_w000.wav,double-bass,F4,train,Strings/Contrabass/ordinario/Cb-ord-F4-mf-1c-T16u.wav,0.0,3.0,0.00502,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-F4-pp-1c-N_w000.wav,double-bass,F4,train,Strings/Contrabass/ordinario/Cb-ord-F4-pp-1c-N.wav,0.0,3.0,0.00182,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-G#1-ff-4c-N_w000.wav,double-bass,G#1,val,Strings/Contrabass/ordinario/Cb-ord-G#1-ff-4c-N.wav,0.0,3.0,0.1932,0.1
work/windows/Strings/Contrabass/ordinario/Cb-ord-G#1-mf-4c-N_w000.wav,double-bass,G#1,val,Strings/Contrabass/ordinario/Cb-ord-G#1-mf-4c-N.wav,0.0,3.0,0.06306,0.1
